category,subCategory,storeReview,productRating,productAmountOfBuy,productPrice,productHighlights,productDescription,StarSeller,numReviewers
Shirts & Tees,T-shirts,4.6845,5,23,7.12,1,461,FALSE,23
Shirts & Tees,T-shirts,4.9568,5,158,79.93,22,390,TRUE,158
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9792,5,4,167.29,3,167,TRUE,4
Shirts & Tees,T-shirts,4.939,5,105,71.19,9,921,FALSE,105
Shirts & Tees,T-shirts,4.9882,5,169,104.09,5,65,FALSE,169
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.6845,5,23,7.12,1,461,FALSE,23
Shirts & Tees,T-shirts,4.9568,5,158,79.93,22,390,TRUE,158
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9792,5,4,167.29,3,167,TRUE,4
Shirts & Tees,T-shirts,4.939,5,105,71.19,9,921,FALSE,105
Shirts & Tees,T-shirts,4.9882,5,169,104.09,5,65,FALSE,169
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.6845,5,23,7.12,1,461,FALSE,23
Shirts & Tees,T-shirts,4.9568,5,158,79.93,22,390,TRUE,158
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9792,5,4,167.29,3,167,TRUE,4
Shirts & Tees,T-shirts,4.939,5,105,71.19,9,921,FALSE,105
Shirts & Tees,T-shirts,4.9882,5,169,104.09,5,65,FALSE,169
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.6845,5,23,7.12,1,461,FALSE,23
Shirts & Tees,T-shirts,4.9568,5,158,79.93,22,390,TRUE,158
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9792,5,4,167.29,3,167,TRUE,4
Shirts & Tees,T-shirts,4.939,5,105,71.19,9,921,FALSE,105
Shirts & Tees,T-shirts,4.9882,5,169,104.09,5,65,FALSE,169
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.6845,5,23,7.12,1,461,FALSE,23
Shirts & Tees,T-shirts,4.9568,5,158,79.93,22,390,TRUE,158
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9792,5,4,167.29,3,167,TRUE,4
Shirts & Tees,T-shirts,4.939,5,105,71.19,9,921,FALSE,105
Shirts & Tees,T-shirts,4.9882,5,169,104.09,5,65,FALSE,169
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.6845,5,23,7.12,1,461,FALSE,23
Shirts & Tees,T-shirts,4.9568,5,158,79.93,22,390,TRUE,158
Shirts & Tees,T-shirts,4.9792,5,4,167.29,3,167,TRUE,4
Shirts & Tees,T-shirts,4.939,5,105,71.19,9,921,FALSE,105
Shirts & Tees,T-shirts,4.9882,5,169,104.09,5,65,FALSE,169
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.6845,5,23,7.12,1,461,FALSE,23
Shirts & Tees,T-shirts,4.9568,5,158,79.93,22,390,TRUE,158
Shirts & Tees,T-shirts,4.9792,5,4,167.29,3,167,TRUE,4
Shirts & Tees,T-shirts,4.939,5,105,71.19,9,921,FALSE,105
Shirts & Tees,T-shirts,4.9882,5,169,104.09,5,65,FALSE,169
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.6845,5,23,7.12,1,461,FALSE,23
Shirts & Tees,T-shirts,4.9568,5,158,79.93,22,390,TRUE,158
Shirts & Tees,T-shirts,4.9792,5,4,167.29,3,167,TRUE,4
Shirts & Tees,T-shirts,4.939,5,105,71.19,9,921,FALSE,105
Shirts & Tees,T-shirts,4.9882,5,169,104.09,5,65,FALSE,169
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.6845,5,23,7.12,1,461,FALSE,23
Shirts & Tees,T-shirts,4.9568,5,158,79.93,22,390,TRUE,158
Shirts & Tees,T-shirts,4.9792,5,4,167.29,3,167,TRUE,4
Shirts & Tees,T-shirts,4.939,5,105,71.19,9,921,FALSE,105
Shirts & Tees,T-shirts,4.9882,5,169,104.09,5,65,FALSE,169
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.6845,5,23,7.12,1,461,FALSE,23
Shirts & Tees,T-shirts,4.9568,5,158,79.93,22,390,TRUE,158
Shirts & Tees,T-shirts,4.9792,5,4,167.29,3,167,TRUE,4
Shirts & Tees,T-shirts,4.939,5,105,71.19,9,921,FALSE,105
Shirts & Tees,T-shirts,4.9882,5,169,104.09,5,65,FALSE,169
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.6845,5,23,7.12,1,461,FALSE,23
Shirts & Tees,T-shirts,4.9568,5,158,79.93,22,390,TRUE,158
Shirts & Tees,T-shirts,4.9792,5,4,167.29,3,167,TRUE,4
Shirts & Tees,T-shirts,4.939,5,105,71.19,9,921,FALSE,105
Shirts & Tees,T-shirts,4.9882,5,169,104.09,5,65,FALSE,169
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.6845,5,23,7.12,1,461,FALSE,23
Shirts & Tees,T-shirts,4.9568,5,158,79.93,22,390,TRUE,158
Shirts & Tees,T-shirts,4.9792,5,4,167.29,3,167,TRUE,4
Shirts & Tees,T-shirts,4.939,5,105,71.19,9,921,FALSE,105
Shirts & Tees,T-shirts,4.9882,5,169,104.09,5,65,FALSE,169
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.6845,5,23,7.12,1,461,FALSE,23
Shirts & Tees,T-shirts,4.9568,5,158,79.93,22,390,TRUE,158
Shirts & Tees,T-shirts,4.9792,5,4,167.29,3,167,TRUE,4
Shirts & Tees,T-shirts,4.939,5,105,71.19,9,921,FALSE,105
Shirts & Tees,T-shirts,4.9882,5,169,104.09,5,65,FALSE,169
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.6845,5,23,7.12,1,461,FALSE,23
Shirts & Tees,T-shirts,4.9568,5,158,79.93,22,390,TRUE,158
Shirts & Tees,T-shirts,4.9792,5,4,167.29,3,167,TRUE,4
Shirts & Tees,T-shirts,4.939,5,105,71.19,9,921,FALSE,105
Shirts & Tees,T-shirts,4.9882,5,169,104.09,5,65,FALSE,169
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.6845,5,23,7.12,1,461,FALSE,23
Shirts & Tees,T-shirts,4.9568,5,158,79.93,22,390,TRUE,158
Shirts & Tees,T-shirts,4.9792,5,4,167.29,3,167,TRUE,4
Shirts & Tees,T-shirts,4.939,5,105,71.19,9,921,FALSE,105
Shirts & Tees,T-shirts,4.9882,5,169,104.09,5,65,FALSE,169
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.6845,5,23,7.12,1,461,FALSE,23
Shirts & Tees,T-shirts,4.9568,5,158,79.93,22,390,TRUE,158
Shirts & Tees,T-shirts,4.9792,5,4,167.29,3,167,TRUE,4
Shirts & Tees,T-shirts,4.939,5,105,71.19,9,921,FALSE,105
Shirts & Tees,T-shirts,4.9882,5,169,104.09,5,65,FALSE,169
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.6845,5,23,7.12,1,461,FALSE,23
Shirts & Tees,T-shirts,4.9568,5,158,79.93,22,390,TRUE,158
Shirts & Tees,T-shirts,4.9792,5,4,167.29,3,167,TRUE,4
Shirts & Tees,T-shirts,4.939,5,105,71.19,9,921,FALSE,105
Shirts & Tees,T-shirts,4.9882,5,169,104.09,5,65,FALSE,169
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.6845,5,23,7.12,1,461,FALSE,23
Shirts & Tees,T-shirts,4.9568,5,158,79.93,22,390,TRUE,158
Shirts & Tees,T-shirts,4.9792,5,4,167.29,3,167,TRUE,4
Shirts & Tees,T-shirts,4.939,5,105,71.19,9,921,FALSE,105
Shirts & Tees,T-shirts,4.9882,5,169,104.09,5,65,FALSE,169
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.8254,5,326,104.09,34,765,FALSE,326
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,5,5,197,55.76,7,57,FALSE,197
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,5,5,197,55.76,7,57,FALSE,197
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,5,5,197,55.76,7,57,FALSE,197
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,5,5,197,55.76,7,57,FALSE,197
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9435,5,11,152.42,1,298,TRUE,11
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,5,5,197,55.76,7,57,FALSE,197
Shirts & Tees,T-shirts,4.8439,5,73,51.86,1,142,TRUE,73
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,5,5,197,55.76,7,57,FALSE,197
Shirts & Tees,T-shirts,4.8439,5,73,51.86,1,142,TRUE,73
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9435,5,11,152.42,1,298,TRUE,11
Shirts & Tees,T-shirts,4.8543,5,6,163.94,12,257,TRUE,6
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,5,5,197,55.76,7,57,FALSE,197
Shirts & Tees,T-shirts,4.8439,5,73,51.86,1,142,TRUE,73
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9435,5,11,152.42,1,298,TRUE,11
Shirts & Tees,T-shirts,4.8543,5,6,163.94,12,257,TRUE,6
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,5,5,197,55.76,7,57,FALSE,197
Shirts & Tees,T-shirts,4.8439,5,73,51.86,1,142,TRUE,73
Shirts & Tees,T-shirts,4.679,5,114,59.44,27,246,FALSE,114
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9435,5,11,152.42,1,298,TRUE,11
Shirts & Tees,T-shirts,4.8543,5,6,163.94,12,257,TRUE,6
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,5,5,197,55.76,7,57,FALSE,197
Shirts & Tees,T-shirts,4.8439,5,73,51.86,1,142,TRUE,73
Shirts & Tees,T-shirts,4.679,5,114,59.44,27,246,FALSE,114
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9435,5,11,152.42,1,298,TRUE,11
Shirts & Tees,T-shirts,4.8543,5,6,163.94,12,257,TRUE,6
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,5,5,197,55.76,7,57,FALSE,197
Shirts & Tees,T-shirts,4.8439,5,73,51.86,1,142,TRUE,73
Shirts & Tees,T-shirts,4.679,5,114,59.44,27,246,FALSE,114
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9435,5,11,152.42,1,298,TRUE,11
Shirts & Tees,T-shirts,4.8543,5,6,163.94,12,257,TRUE,6
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.8461,4,136,35.65,1,625,TRUE,136
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,5,5,197,55.76,7,57,FALSE,197
Shirts & Tees,T-shirts,4.8439,5,73,51.86,1,142,TRUE,73
Shirts & Tees,T-shirts,4.679,5,114,59.44,27,246,FALSE,114
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.9435,5,11,152.42,1,298,TRUE,11
Shirts & Tees,T-shirts,4.8543,5,6,163.94,12,257,TRUE,6
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,5,5,197,55.76,7,57,FALSE,197
Shirts & Tees,T-shirts,4.8439,5,73,51.86,1,142,TRUE,73
Shirts & Tees,T-shirts,4.679,5,114,59.44,27,246,FALSE,114
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.9435,5,11,152.42,1,298,TRUE,11
Shirts & Tees,T-shirts,4.8543,5,6,163.94,12,257,TRUE,6
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,5,5,197,55.76,7,57,FALSE,197
Shirts & Tees,T-shirts,4.8439,5,73,51.86,1,142,TRUE,73
Shirts & Tees,T-shirts,4.679,5,114,59.44,27,246,FALSE,114
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,5,5,197,55.76,7,57,FALSE,197
Shirts & Tees,T-shirts,4.8439,5,73,51.86,1,142,TRUE,73
Shirts & Tees,T-shirts,4.679,5,114,59.44,27,246,FALSE,114
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.9435,5,11,152.42,1,298,TRUE,11
Shirts & Tees,T-shirts,4.8543,5,6,163.94,12,257,TRUE,6
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.8049,5,78,61.3,6,485,FALSE,78
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,5,5,197,55.76,7,57,FALSE,197
Shirts & Tees,T-shirts,4.8439,5,73,51.86,1,142,TRUE,73
Shirts & Tees,T-shirts,4.679,5,114,59.44,27,246,FALSE,114
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.8049,5,78,61.3,6,485,FALSE,78
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.9435,5,11,152.42,1,298,TRUE,11
Shirts & Tees,T-shirts,4.8543,5,6,163.94,12,257,TRUE,6
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,5,5,197,55.76,7,57,FALSE,197
Shirts & Tees,T-shirts,4.8439,5,73,51.86,1,142,TRUE,73
Shirts & Tees,T-shirts,4.679,5,114,59.44,27,246,FALSE,114
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,5,5,197,55.76,7,57,FALSE,197
Shirts & Tees,T-shirts,4.8439,5,73,51.86,1,142,TRUE,73
Shirts & Tees,T-shirts,4.679,5,114,59.44,27,246,FALSE,114
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.9435,5,11,152.42,1,298,TRUE,11
Shirts & Tees,T-shirts,4.8543,5,6,163.94,12,257,TRUE,6
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.8049,5,78,61.3,6,485,FALSE,78
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,5,5,197,55.76,7,57,FALSE,197
Shirts & Tees,T-shirts,4.8439,5,73,51.86,1,142,TRUE,73
Shirts & Tees,T-shirts,4.679,5,114,59.44,27,246,FALSE,114
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.9435,5,11,152.42,1,298,TRUE,11
Shirts & Tees,T-shirts,4.8543,5,6,163.94,12,257,TRUE,6
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,5,5,197,55.76,7,57,FALSE,197
Shirts & Tees,T-shirts,4.8439,5,73,51.86,1,142,TRUE,73
Shirts & Tees,T-shirts,4.679,5,114,59.44,27,246,FALSE,114
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.8049,5,78,61.3,6,485,FALSE,78
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.9435,5,11,152.42,1,298,TRUE,11
Shirts & Tees,T-shirts,4.8543,5,6,163.94,12,257,TRUE,6
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,5,5,197,55.76,7,57,FALSE,197
Shirts & Tees,T-shirts,4.8439,5,73,51.86,1,142,TRUE,73
Shirts & Tees,T-shirts,4.679,5,114,59.44,27,246,FALSE,114
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.8049,5,78,61.3,6,485,FALSE,78
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,5,5,197,55.76,7,57,FALSE,197
Shirts & Tees,T-shirts,4.8439,5,73,51.86,1,142,TRUE,73
Shirts & Tees,T-shirts,4.679,5,114,59.44,27,246,FALSE,114
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.8049,5,78,61.3,6,485,FALSE,78
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.9435,5,11,152.42,1,298,TRUE,11
Shirts & Tees,T-shirts,4.8543,5,6,163.94,12,257,TRUE,6
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.9476,5,79,70.59,1,269,TRUE,79
Shirts & Tees,T-shirts,5,5,197,55.76,7,57,FALSE,197
Shirts & Tees,T-shirts,4.8439,5,73,51.86,1,142,TRUE,73
Shirts & Tees,T-shirts,4.679,5,114,59.44,27,246,FALSE,114
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
Shirts & Tees,T-shirts,4.8049,5,78,61.3,6,485,FALSE,78
Shirts & Tees,T-shirts,4.9527,5,108,74.35,27,439,FALSE,108
Shirts & Tees,T-shirts,4.8023,3,82,50.11,8,663,FALSE,82
Shirts & Tees,T-shirts,4.9435,5,11,152.42,1,298,TRUE,11
Shirts & Tees,T-shirts,4.8543,5,6,163.94,12,257,TRUE,6
Shirts & Tees,T-shirts,4.8461,5,76,37.88,1,560,TRUE,76
